table_name	business_module	ordinal	column_name	mysql_type	base_type	nullable	default	auto_increment	primary_key	index	unique_index	foreign_key_target	source_description	usage_note	source_file	source_line
llx_establishment	核心/系统	6	address	varchar(255)	varchar	YES		N	N					地址	htdocs/install/mysql/tables/llx_establishment.sql	28
llx_establishment	核心/系统	7	zip	varchar(25)	varchar	YES		N	N					邮政编码	htdocs/install/mysql/tables/llx_establishment.sql	29
llx_establishment	核心/系统	8	town	varchar(50)	varchar	YES		N	N					城市/城镇	htdocs/install/mysql/tables/llx_establishment.sql	30
llx_establishment	核心/系统	9	fk_state	integer	integer	YES	0	N	N					外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_establishment.sql	31
llx_establishment	核心/系统	10	fk_country	integer	integer	YES	0	N	N					外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_establishment.sql	32
llx_establishment	核心/系统	11	profid1	varchar(20)	varchar	YES		N	N					字段 profid1（基于字段名推断）	htdocs/install/mysql/tables/llx_establishment.sql	33
llx_establishment	核心/系统	12	profid2	varchar(20)	varchar	YES		N	N					字段 profid2（基于字段名推断）	htdocs/install/mysql/tables/llx_establishment.sql	34
llx_establishment	核心/系统	13	profid3	varchar(20)	varchar	YES		N	N					字段 profid3（基于字段名推断）	htdocs/install/mysql/tables/llx_establishment.sql	35
llx_establishment	核心/系统	14	phone	varchar(30)	varchar	YES		N	N					电话	htdocs/install/mysql/tables/llx_establishment.sql	36
llx_establishment	核心/系统	15	fk_user_author	integer	integer	NO		N	N					创建人/制单人用户 ID	htdocs/install/mysql/tables/llx_establishment.sql	37
llx_establishment	核心/系统	16	fk_user_mod	integer	integer	YES		N	N					外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_establishment.sql	38
llx_establishment	核心/系统	17	datec	datetime	datetime	NO		N	N					创建日期/时间	htdocs/install/mysql/tables/llx_establishment.sql	39
llx_establishment	核心/系统	18	tms	timestamp	timestamp	NO	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_establishment.sql	40
llx_establishment	核心/系统	19	status	tinyint	tinyint	YES	1	N	N					状态标识	htdocs/install/mysql/tables/llx_establishment.sql	41
llx_eventorganization_conferenceorboothattendee	活动组织	1	rowid	integer	integer	NO		Y	Y	PRIMARY, idx_eventorganization_conferenceorboothattendee_rowid	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	19
llx_eventorganization_conferenceorboothattendee	活动组织	2	ref	varchar(128)	varchar	NO		N	N	uk_eventorganization_confboothattendee	uk_eventorganization_confboothattendee			业务参考号/单号	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	20
llx_eventorganization_conferenceorboothattendee	活动组织	3	fk_soc	integer	integer	YES		N	N	idx_eventorganization_conferenceorboothattendee_fk_soc				关联第三方企业 ID	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	21
llx_eventorganization_conferenceorboothattendee	活动组织	4	fk_actioncomm	integer	integer	YES		N	N	idx_eventorganization_conferenceorboothattendee_fk_actioncomm, uk_eventorganization_conferenceorboothattendee	uk_eventorganization_conferenceorboothattendee			外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	22
llx_eventorganization_conferenceorboothattendee	活动组织	5	fk_project	integer	integer	NO		N	N	idx_eventorganization_conferenceorboothattendee_fk_project, uk_eventorganization_conferenceorboothattendee	uk_eventorganization_conferenceorboothattendee			关联项目 ID	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	23
llx_eventorganization_conferenceorboothattendee	活动组织	6	fk_invoice	integer	integer	YES		N	N					外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	24
llx_eventorganization_conferenceorboothattendee	活动组织	7	email	varchar(128)	varchar	YES		N	N	idx_eventorganization_conferenceorboothattendee_email, uk_eventorganization_conferenceorboothattendee	uk_eventorganization_conferenceorboothattendee			电子邮箱	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	25
llx_eventorganization_conferenceorboothattendee	活动组织	8	email_company	varchar(128)	varchar	YES		N	N					字段 email_company（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	26
llx_eventorganization_conferenceorboothattendee	活动组织	9	firstname	varchar(100)	varchar	YES		N	N					名称/标题字段（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	27
llx_eventorganization_conferenceorboothattendee	活动组织	10	lastname	varchar(100)	varchar	YES		N	N					名称/标题字段（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	28
llx_eventorganization_conferenceorboothattendee	活动组织	11	date_subscription	datetime	datetime	YES		N	N					日期/时间字段（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	29
llx_eventorganization_conferenceorboothattendee	活动组织	12	amount	double	double	YES	NULL	N	N					金额	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	30
llx_eventorganization_conferenceorboothattendee	活动组织	13	note_public	text	text	YES		N	N					公开备注	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	31
llx_eventorganization_conferenceorboothattendee	活动组织	14	note_private	text	text	YES		N	N					内部备注	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	32
llx_eventorganization_conferenceorboothattendee	活动组织	15	date_creation	datetime	datetime	NO		N	N					日期/时间字段（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	33
llx_eventorganization_conferenceorboothattendee	活动组织	16	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	34
llx_eventorganization_conferenceorboothattendee	活动组织	17	fk_user_creat	integer	integer	YES		N	N					创建人用户 ID	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	35
llx_eventorganization_conferenceorboothattendee	活动组织	18	fk_user_modif	integer	integer	YES		N	N					最后修改人用户 ID	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	36
llx_eventorganization_conferenceorboothattendee	活动组织	19	last_main_doc	varchar(255)	varchar	YES		N	N					字段 last_main_doc（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	37
llx_eventorganization_conferenceorboothattendee	活动组织	20	ip	varchar(250)	varchar	YES		N	N				ip used to create record (for public submission page)	字段 ip；源码注释：ip used to create record (for public submission page)	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	38
llx_eventorganization_conferenceorboothattendee	活动组织	21	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	39
llx_eventorganization_conferenceorboothattendee	活动组织	22	model_pdf	varchar(255)	varchar	YES		N	N					字段 model_pdf（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	40
llx_eventorganization_conferenceorboothattendee	活动组织	23	status	smallint	smallint	NO		N	N	idx_eventorganization_conferenceorboothattendee_status				状态标识	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	41
llx_eventorganization_conferenceorboothattendee	活动组织	24	fk_replacement	integer	integer	YES		N	N	uk_eventorganization_confboothattendee_replacement	uk_eventorganization_confboothattendee_replacement			外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee.sql	42
llx_eventorganization_conferenceorboothattendee_extrafields	活动组织	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee_extrafields.sql	18
llx_eventorganization_conferenceorboothattendee_extrafields	活动组织	2	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee_extrafields.sql	19
llx_eventorganization_conferenceorboothattendee_extrafields	活动组织	3	fk_object	integer	integer	NO		N	N	uk_conferenceorboothattendee_fk_object	uk_conferenceorboothattendee_fk_object			外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee_extrafields.sql	20
llx_eventorganization_conferenceorboothattendee_extrafields	活动组织	4	import_key	varchar(14)	varchar	YES		N	N				import key	导入批次/外部导入键；源码注释：import key	htdocs/install/mysql/tables/llx_eventorganization_conferenceorboothattendee_extrafields.sql	21
llx_events	核心/系统	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_events.sql	26
llx_events	核心/系统	2	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N				last modification date	最后修改时间戳；源码注释：last modification date	htdocs/install/mysql/tables/llx_events.sql	27
llx_events	核心/系统	3	type	varchar(32)	varchar	NO		N	N				action type	字段 type；源码注释：action type	htdocs/install/mysql/tables/llx_events.sql	28
llx_events	核心/系统	4	entity	integer	integer	NO	1	N	N				multi company id	多实体/多公司隔离标识；源码注释：multi company id	htdocs/install/mysql/tables/llx_events.sql	29
llx_events	核心/系统	5	prefix_session	varchar(255)	varchar	YES		N	N				prefix of session, obtained with dol_getprefix	字段 prefix_session；源码注释：prefix of session, obtained with dol_getprefix	htdocs/install/mysql/tables/llx_events.sql	30
llx_events	核心/系统	6	dateevent	datetime	datetime	YES		N	N	idx_events_dateevent			date event	日期/时间字段；源码注释：date event	htdocs/install/mysql/tables/llx_events.sql	31
llx_events	核心/系统	7	fk_user	integer	integer	YES		N	N				id user	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：id user	htdocs/install/mysql/tables/llx_events.sql	32
llx_events	核心/系统	8	description	varchar(250)	varchar	NO		N	N				full description of action	描述；源码注释：full description of action	htdocs/install/mysql/tables/llx_events.sql	33
llx_events	核心/系统	9	ip	varchar(250)	varchar	NO		N	N				ip (must contains ip v4 and v6 or dns names)	字段 ip；源码注释：ip (must contains ip v4 and v6 or dns names)	htdocs/install/mysql/tables/llx_events.sql	34
llx_events	核心/系统	10	user_agent	varchar(255)	varchar	YES		N	N				user agent	字段 user_agent；源码注释：user agent	htdocs/install/mysql/tables/llx_events.sql	35
llx_events	核心/系统	11	fk_object	integer	integer	YES		N	N				id of related object	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：id of related object	htdocs/install/mysql/tables/llx_events.sql	36
llx_events	核心/系统	12	authentication_method	varchar(64)	varchar	YES		N	N				type of authentication mode used if internal login event	字段 authentication_method；源码注释：type of authentication mode used if internal login event	htdocs/install/mysql/tables/llx_events.sql	37
llx_events	核心/系统	13	fk_oauth_token	integer	integer	YES		N	N				id in oauth_token if internal login event done using an oauth_token	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：id in oauth_token if internal login event done using an oauth_token	htdocs/install/mysql/tables/llx_events.sql	38
llx_expedition	发货	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_expedition.sql	25
llx_expedition	发货	2	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_expedition.sql	26
llx_expedition	发货	3	ref	varchar(30)	varchar	NO		N	N	idx_expedition_uk_ref	idx_expedition_uk_ref			业务参考号/单号	htdocs/install/mysql/tables/llx_expedition.sql	27
llx_expedition	发货	4	entity	integer	integer	NO	1	N	N	idx_expedition_uk_ref	idx_expedition_uk_ref		multi company id	多实体/多公司隔离标识；源码注释：multi company id	htdocs/install/mysql/tables/llx_expedition.sql	28
llx_expedition	发货	5	fk_soc	integer	integer	NO		N	N	idx_expedition_fk_soc		llx_societe.rowid		关联第三方企业 ID	htdocs/install/mysql/tables/llx_expedition.sql	29
llx_expedition	发货	6	fk_projet	integer	integer	YES	NULL	N	N					关联项目 ID	htdocs/install/mysql/tables/llx_expedition.sql	30
llx_expedition	发货	7	ref_ext	varchar(255)	varchar	YES		N	N				reference into an external system (not used by dolibarr)	代码/参考号字段；源码注释：reference into an external system (not used by dolibarr)	htdocs/install/mysql/tables/llx_expedition.sql	32
llx_expedition	发货	8	ref_customer	varchar(255)	varchar	YES		N	N				customer number	代码/参考号字段；源码注释：customer number	htdocs/install/mysql/tables/llx_expedition.sql	33
llx_expedition	发货	9	date_creation	datetime	datetime	YES		N	N				date of creation	日期/时间字段；源码注释：date of creation	htdocs/install/mysql/tables/llx_expedition.sql	34
llx_expedition	发货	10	fk_user_author	integer	integer	YES		N	N	idx_expedition_fk_user_author		llx_user.rowid	author of creation	创建人/制单人用户 ID；源码注释：author of creation	htdocs/install/mysql/tables/llx_expedition.sql	35
llx_expedition	发货	11	fk_user_modif	integer	integer	YES		N	N				author of last change	最后修改人用户 ID；源码注释：author of last change	htdocs/install/mysql/tables/llx_expedition.sql	36
llx_expedition	发货	12	date_valid	datetime	datetime	YES		N	N				date of validation	审核/生效日期；源码注释：date of validation	htdocs/install/mysql/tables/llx_expedition.sql	37
llx_expedition	发货	13	fk_user_valid	integer	integer	YES		N	N	idx_expedition_fk_user_valid		llx_user.rowid	user that validate	审核/验证人用户 ID；源码注释：user that validate	htdocs/install/mysql/tables/llx_expedition.sql	38
llx_expedition	发货	14	date_delivery	datetime	datetime	YES	NULL	N	N				date planned of delivery	日期/时间字段；源码注释：date planned of delivery	htdocs/install/mysql/tables/llx_expedition.sql	39
llx_expedition	发货	15	date_expedition	datetime	datetime	YES		N	N				date real shipment (to implement)	日期/时间字段；源码注释：date real shipment (to implement)	htdocs/install/mysql/tables/llx_expedition.sql	40
llx_expedition	发货	16	fk_address	integer	integer	YES	NULL	N	N				delivery address (deprecated)	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：delivery address (deprecated)	htdocs/install/mysql/tables/llx_expedition.sql	41
llx_expedition	发货	17	fk_shipping_method	integer	integer	YES		N	N	idx_expedition_fk_shipping_method		llx_c_shipment_mode.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_expedition.sql	42
llx_expedition	发货	18	tracking_number	varchar(50)	varchar	YES		N	N					字段 tracking_number（基于字段名推断）	htdocs/install/mysql/tables/llx_expedition.sql	43
llx_expedition	发货	19	fk_statut	smallint	smallint	YES	0	N	N				0 = draft, 1 = validated, 2 = billed or closed depending on WORKFLOW_BILL_ON_SHIPMENT option	状态码；源码注释：0 = draft, 1 = validated, 2 = billed or closed depending on WORKFLOW_BILL_ON_SHIPMENT option	htdocs/install/mysql/tables/llx_expedition.sql	44
llx_expedition	发货	20	billed	smallint	smallint	YES	0	N	N					字段 billed（基于字段名推断）	htdocs/install/mysql/tables/llx_expedition.sql	45
llx_expedition	发货	21	height	float	float	YES		N	N				height	字段 height；源码注释：height	htdocs/install/mysql/tables/llx_expedition.sql	46
llx_expedition	发货	22	width	float	float	YES		N	N				with	字段 width；源码注释：with	htdocs/install/mysql/tables/llx_expedition.sql	47
llx_expedition	发货	23	size_units	integer	integer	YES		N	N				unit of all sizes (height, width, depth)	字段 size_units；源码注释：unit of all sizes (height, width, depth)	htdocs/install/mysql/tables/llx_expedition.sql	48
llx_expedition	发货	24	size	float	float	YES		N	N				depth	字段 size；源码注释：depth	htdocs/install/mysql/tables/llx_expedition.sql	49
llx_expedition	发货	25	weight_units	integer	integer	YES		N	N				unit of weight	字段 weight_units；源码注释：unit of weight	htdocs/install/mysql/tables/llx_expedition.sql	50
llx_expedition	发货	26	weight	float	float	YES		N	N				weight	字段 weight；源码注释：weight	htdocs/install/mysql/tables/llx_expedition.sql	51
llx_expedition	发货	27	signed_status	smallint	smallint	YES	NULL	N	N				signed status NULL, 0 or 1	字段 signed_status；源码注释：signed status NULL, 0 or 1	htdocs/install/mysql/tables/llx_expedition.sql	53
llx_expedition	发货	28	online_sign_ip	varchar(48)	varchar	YES		N	N					字段 online_sign_ip（基于字段名推断）	htdocs/install/mysql/tables/llx_expedition.sql	54
llx_expedition	发货	29	online_sign_name	varchar(64)	varchar	YES		N	N					名称/标题字段（基于字段名推断）	htdocs/install/mysql/tables/llx_expedition.sql	55
llx_expedition	发货	30	note_private	text	text	YES		N	N					内部备注	htdocs/install/mysql/tables/llx_expedition.sql	57
llx_expedition	发货	31	note_public	text	text	YES		N	N					公开备注	htdocs/install/mysql/tables/llx_expedition.sql	58
llx_expedition	发货	32	model_pdf	varchar(255)	varchar	YES		N	N					字段 model_pdf（基于字段名推断）	htdocs/install/mysql/tables/llx_expedition.sql	60
llx_expedition	发货	33	last_main_doc	varchar(255)	varchar	YES		N	N				relative filepath+filename of last main generated document	字段 last_main_doc；源码注释：relative filepath+filename of last main generated document	htdocs/install/mysql/tables/llx_expedition.sql	61
llx_expedition	发货	34	fk_incoterms	integer	integer	YES		N	N				for incoterms	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：for incoterms	htdocs/install/mysql/tables/llx_expedition.sql	63
llx_expedition	发货	35	location_incoterms	varchar(255)	varchar	YES		N	N				for incoterms	字段 location_incoterms；源码注释：for incoterms	htdocs/install/mysql/tables/llx_expedition.sql	64
llx_expedition	发货	36	import_key	varchar(14)	varchar	YES		N	N				import id when line is imported	导入批次/外部导入键；源码注释：import id when line is imported	htdocs/install/mysql/tables/llx_expedition.sql	66
llx_expedition	发货	37	extraparams	varchar(255)	varchar	YES		N	N				for other parameters with json format	扩展参数/结构化文本；源码注释：for other parameters with json format	htdocs/install/mysql/tables/llx_expedition.sql	67
llx_expedition_extrafields	发货	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_expedition_extrafields.sql	21
llx_expedition_extrafields	发货	2	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_expedition_extrafields.sql	22
llx_expedition_extrafields	发货	3	fk_object	integer	integer	NO		N	N	uk_expedition_extrafields	uk_expedition_extrafields			外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_expedition_extrafields.sql	23
llx_expedition_extrafields	发货	4	import_key	varchar(14)	varchar	YES		N	N				import key	导入批次/外部导入键；源码注释：import key	htdocs/install/mysql/tables/llx_expedition_extrafields.sql	24
llx_expedition_package	发货	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_expedition_package.sql	4
llx_expedition_package	发货	2	fk_expedition	integer	integer	NO		N	N					外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_expedition_package.sql	5
llx_expedition_package	发货	3	description	varchar(255)	varchar	YES		N	N				Description of goods in the package (required by the custom)	描述；源码注释：Description of goods in the package (required by the custom)	htdocs/install/mysql/tables/llx_expedition_package.sql	6
llx_expedition_package	发货	4	value	double(24,8)	double	YES	0	N	N				Value (Price of the content, for insurance & custom)	字段 value；源码注释：Value (Price of the content, for insurance & custom)	htdocs/install/mysql/tables/llx_expedition_package.sql	7
llx_expedition_package	发货	5	fk_package_type	integer	integer	YES		N	N				Type or package, linked to llx_c_shipment_parcel_type (eg: 1=enveloppe, 2=package, 3=palette, 4=other)	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：Type or package, linked to llx_c_shipment_parcel_type (eg: 1=enveloppe, 2=package, 3=palette, 4=other)	htdocs/install/mysql/tables/llx_expedition_package.sql	8
llx_expedition_package	发货	6	height	float	float	YES		N	N				height	字段 height；源码注释：height	htdocs/install/mysql/tables/llx_expedition_package.sql	9
llx_expedition_package	发货	7	width	float	float	YES		N	N				width	字段 width；源码注释：width	htdocs/install/mysql/tables/llx_expedition_package.sql	10
llx_expedition_package	发货	8	size	float	float	YES		N	N				depth	字段 size；源码注释：depth	htdocs/install/mysql/tables/llx_expedition_package.sql	11
llx_expedition_package	发货	9	size_units	integer	integer	YES		N	N				unit of all sizes (height, width, depth)	字段 size_units；源码注释：unit of all sizes (height, width, depth)	htdocs/install/mysql/tables/llx_expedition_package.sql	12
llx_expedition_package	发货	10	weight	float	float	YES		N	N				weight	字段 weight；源码注释：weight	htdocs/install/mysql/tables/llx_expedition_package.sql	13
llx_expedition_package	发货	11	weight_units	integer	integer	YES		N	N				unit of weight	字段 weight_units；源码注释：unit of weight	htdocs/install/mysql/tables/llx_expedition_package.sql	14
llx_expedition_package	发货	12	dangerous_goods	varchar(20)	varchar	YES	'0'	N	N				(comma separated list eg : 3,5,7) 0 = no dangerous goods or 1 = Explosives, 2 = Flammable Gases, 3 = Flammable Liquids, 4 = Flammable solids, 5 = Oxidizing, 6 = Toxic & Infectious, 7 = Radioactive, 8 = Corrosives, 9 = Miscellaneous (see https://en.wikipedia.org/wiki/Dangerous_goods). I'm not sure if just register 0 (no) or 1 (yes) is enough.	字段 dangerous_goods；源码注释：(comma separated list eg : 3,5,7) 0 = no dangerous goods or 1 = Explosives, 2 = Flammable Gases, 3 = Flammable Liquids, 4 = Flammable solids, 5 = Oxidizing, 6 = Toxic & Infectious, 7 = Radioactive, 8 = Corrosives, 9 = Miscellaneous (see https://en.wikipedia.org/wiki/Dangerous_goods). I'm not sure if just register 0 (no) or 1 (yes) is enough.	htdocs/install/mysql/tables/llx_expedition_package.sql	15
llx_expedition_package	发货	13	tail_lift	smallint	smallint	YES	0	N	N				0 = no tail lift required to load/unload package(s), 1 = a tail lift is required to load/unload package(s). Sometime tail lift load can be different than tail lift delivery so maybe adding a new table line.	字段 tail_lift；源码注释：0 = no tail lift required to load/unload package(s), 1 = a tail lift is required to load/unload package(s). Sometime tail lift load can be different than tail lift delivery so maybe adding a new table line.	htdocs/install/mysql/tables/llx_expedition_package.sql	16
llx_expedition_package	发货	14	rang	integer	integer	YES	0	N	N					字段 rang（基于字段名推断）	htdocs/install/mysql/tables/llx_expedition_package.sql	17
llx_expeditiondet	发货	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_expeditiondet.sql	24
llx_expeditiondet	发货	2	fk_expedition	integer	integer	NO		N	N	idx_expeditiondet_fk_expedition		llx_expedition.rowid	ID of parent object	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：ID of parent object	htdocs/install/mysql/tables/llx_expeditiondet.sql	25
llx_expeditiondet	发货	3	fk_element	integer	integer	YES		N	N				ID of main source object	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：ID of main source object	htdocs/install/mysql/tables/llx_expeditiondet.sql	26
llx_expeditiondet	发货	4	fk_elementdet	integer	integer	YES		N	N	idx_expeditiondet_fk_elementdet			ID of line of source object (proposal, sale order)	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：ID of line of source object (proposal, sale order)	htdocs/install/mysql/tables/llx_expeditiondet.sql	27
llx_expeditiondet	发货	5	element_type	varchar(50)	varchar	NO	'commande'	N	N				Type of source object ('commande', ...)	字段 element_type；源码注释：Type of source object ('commande', ...)	htdocs/install/mysql/tables/llx_expeditiondet.sql	28
llx_expeditiondet	发货	6	fk_product	integer	integer	YES		N	N	idx_expeditiondet_fk_product			ID of product. If empy, you can retreive it using fk_element/element_type link, but it may be empty too if line is a non predefined product line.	关联产品/服务 ID；源码注释：ID of product. If empy, you can retreive it using fk_element/element_type link, but it may be empty too if line is a non predefined product line.	htdocs/install/mysql/tables/llx_expeditiondet.sql	29
llx_expeditiondet	发货	7	fk_parent	integer	integer	YES		N	N	idx_expeditiondet_fk_parent			ID of parent line. For a hierarchy of lines.	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：ID of parent line. For a hierarchy of lines.	htdocs/install/mysql/tables/llx_expeditiondet.sql	30
llx_expeditiondet	发货	8	qty	real	real	YES		N	N				Quantity	数量；源码注释：Quantity	htdocs/install/mysql/tables/llx_expeditiondet.sql	31
llx_expeditiondet	发货	9	fk_unit	integer	integer	YES		N	N				ID of unit code	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：ID of unit code	htdocs/install/mysql/tables/llx_expeditiondet.sql	32
llx_expeditiondet	发货	10	fk_entrepot	integer	integer	YES		N	N				Warehouse for departure of product	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：Warehouse for departure of product	htdocs/install/mysql/tables/llx_expeditiondet.sql	33
llx_expeditiondet	发货	11	description	text	text	YES		N	N				Product description/label of non origin	描述；源码注释：Product description/label of non origin	htdocs/install/mysql/tables/llx_expeditiondet.sql	34
llx_expeditiondet	发货	12	rang	integer	integer	YES	0	N	N				Position of line	字段 rang；源码注释：Position of line	htdocs/install/mysql/tables/llx_expeditiondet.sql	35
llx_expeditiondet	发货	13	extraparams	varchar(255)	varchar	YES		N	N				To save other parameters in json format	扩展参数/结构化文本；源码注释：To save other parameters in json format	htdocs/install/mysql/tables/llx_expeditiondet.sql	36
llx_expeditiondet_batch	发货	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_expeditiondet_batch.sql	21
llx_expeditiondet_batch	发货	2	fk_expeditiondet	int	int	NO		N	N	idx_fk_expeditiondet		llx_expeditiondet.rowid	line ID in shipment line table	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：line ID in shipment line table	htdocs/install/mysql/tables/llx_expeditiondet_batch.sql	22
llx_expeditiondet_batch	发货	3	eatby	date	date	YES	NULL	N	N					字段 eatby（基于字段名推断）	htdocs/install/mysql/tables/llx_expeditiondet_batch.sql	23
llx_expeditiondet_batch	发货	4	sellby	date	date	YES	NULL	N	N					字段 sellby（基于字段名推断）	htdocs/install/mysql/tables/llx_expeditiondet_batch.sql	24
llx_expeditiondet_batch	发货	5	batch	varchar(128)	varchar	YES	NULL	N	N				serial/lot number	字段 batch；源码注释：serial/lot number	htdocs/install/mysql/tables/llx_expeditiondet_batch.sql	25
llx_expeditiondet_batch	发货	6	qty	double	double	NO	'0'	N	N				qty to move	数量；源码注释：qty to move	htdocs/install/mysql/tables/llx_expeditiondet_batch.sql	26
llx_expeditiondet_batch	发货	7	fk_origin_stock	integer	integer	NO		N	N				Not useful. ID into table llx_product_batch (llx_product_batch may be renamed into llx_product_stock_batch in another version). TODO We should add and use instead a fk_warehouse field	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：Not useful. ID into table llx_product_batch (llx_product_batch may be renamed into llx_product_stock_batch in another version). TODO We should add and use instead a fk_warehouse field	htdocs/install/mysql/tables/llx_expeditiondet_batch.sql	27
llx_expeditiondet_batch	发货	8	fk_warehouse	integer	integer	YES	NULL	N	N				ID of warehouse to use for the stock change	关联仓库 ID；源码注释：ID of warehouse to use for the stock change	htdocs/install/mysql/tables/llx_expeditiondet_batch.sql	28
llx_expeditiondet_extrafields	发货	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_expeditiondet_extrafields.sql	21
llx_expeditiondet_extrafields	发货	2	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_expeditiondet_extrafields.sql	22
